start_time_utc,open,high,low,close,volume,turnover
2026-03-09T10:00:00Z,0.09037,0.09044,0.09036,0.09044,907231,82011.87568
2026-03-09T10:01:00Z,0.09044,0.09053,0.09042,0.09043,723665,65489.13752
2026-03-09T10:02:00Z,0.09043,0.09048,0.09028,0.09033,1476636,133412.50619
2026-03-09T10:03:00Z,0.09033,0.0906,0.09025,0.09058,1082483,97907.87678
2026-03-09T10:04:00Z,0.09058,0.09058,0.09046,0.0905,1750808,158484.77678
2026-03-09T10:05:00Z,0.0905,0.0905,0.09043,0.09046,1328035,120152.60911
2026-03-09T10:06:00Z,0.09046,0.09066,0.09045,0.0906,1928116,174682.88472
2026-03-09T10:07:00Z,0.0906,0.0906,0.09055,0.09057,497351,45047.05568
2026-03-09T10:08:00Z,0.09057,0.09059,0.09044,0.09048,472068,42738.76144
2026-03-09T10:09:00Z,0.09048,0.09062,0.09048,0.09062,469810,42553.33841
2026-03-09T10:10:00Z,0.09062,0.09068,0.09055,0.09058,1590687,144158.36394
2026-03-09T10:11:00Z,0.09058,0.0906,0.09052,0.09059,136372,12350.80357
2026-03-09T10:12:00Z,0.09059,0.09067,0.09059,0.09066,119998,10876.14014
2026-03-09T10:13:00Z,0.09066,0.09066,0.09055,0.0906,1477805,133901.25772
2026-03-09T10:14:00Z,0.0906,0.09064,0.09059,0.09064,64989,5889.22136
2026-03-09T10:15:00Z,0.09064,0.09068,0.09053,0.09056,1256154,113816.28618
2026-03-09T10:16:00Z,0.09056,0.09068,0.09048,0.09063,832050,75356.85161
2026-03-09T10:17:00Z,0.09063,0.09063,0.0905,0.09054,137190,12424.18267
2026-03-09T10:18:00Z,0.09054,0.09056,0.09052,0.09052,31977,2895.30943
2026-03-09T10:19:00Z,0.09052,0.09062,0.09043,0.09059,864587,78299.52227
2026-03-09T10:20:00Z,0.09059,0.09064,0.09056,0.09061,591244,53565.07523
2026-03-09T10:21:00Z,0.09061,0.09071,0.0906,0.09066,240803,21831.48309
2026-03-09T10:22:00Z,0.09066,0.09066,0.09058,0.09058,153786,13936.04588
2026-03-09T10:23:00Z,0.09058,0.09058,0.09051,0.09051,369093,33413.51919
2026-03-09T10:24:00Z,0.09051,0.09056,0.09048,0.09049,62729,5678.36365
2026-03-09T10:25:00Z,0.09049,0.0906,0.09045,0.09056,280603,25395.75483
2026-03-09T10:26:00Z,0.09056,0.09062,0.09056,0.09057,293115,26558.45795
2026-03-09T10:27:00Z,0.09057,0.09057,0.0905,0.0905,164872,14924.14486
2026-03-09T10:28:00Z,0.0905,0.09052,0.09049,0.09049,14896,1348.13406
2026-03-09T10:29:00Z,0.09049,0.09049,0.09038,0.09041,413045,37351.73758
2026-03-09T10:30:00Z,0.09041,0.09041,0.09026,0.09027,641662,57947.33919
2026-03-09T10:31:00Z,0.09027,0.09029,0.09021,0.09023,386122,34851.00238
2026-03-09T10:32:00Z,0.09023,0.09029,0.0902,0.09029,1092186,98561.92767
2026-03-09T10:33:00Z,0.09029,0.09032,0.09028,0.09032,738440,66678.06981
2026-03-09T10:34:00Z,0.09032,0.09042,0.09032,0.09042,264438,23894.84191
2026-03-09T10:35:00Z,0.09042,0.09045,0.09036,0.09039,61057,5520.05051
2026-03-09T10:36:00Z,0.09039,0.09042,0.09034,0.09039,2483298,224503.45952
2026-03-09T10:37:00Z,0.09039,0.09044,0.09034,0.09037,3434414,310560.29591
2026-03-09T10:38:00Z,0.09037,0.0904,0.09016,0.09016,2498751,225562.14334
2026-03-09T10:39:00Z,0.09016,0.09018,0.09008,0.09014,1868441,168365.41797
2026-03-09T10:40:00Z,0.09014,0.09023,0.09014,0.0902,1308097,117999.8055
2026-03-09T10:41:00Z,0.0902,0.09022,0.09018,0.09019,184596,16652.15007
2026-03-09T10:42:00Z,0.09019,0.09023,0.09016,0.09016,1599245,144273.50215
2026-03-09T10:43:00Z,0.09016,0.09016,0.0899,0.09001,2369201,213236.09116
2026-03-09T10:44:00Z,0.09001,0.09011,0.09001,0.09009,1451337,130746.36331
2026-03-09T10:45:00Z,0.09009,0.09009,0.09001,0.09003,1021711,92004.4432
2026-03-09T10:46:00Z,0.09003,0.09016,0.09003,0.09015,556039,50089.97164
2026-03-09T10:47:00Z,0.09015,0.09017,0.09007,0.09012,366291,33014.40698
2026-03-09T10:48:00Z,0.09012,0.09012,0.09008,0.09011,103009,9281.08592
2026-03-09T10:49:00Z,0.09011,0.09013,0.09005,0.09013,194340,17504.66272
2026-03-09T10:50:00Z,0.09013,0.09013,0.08997,0.08997,767389,69083.96972
2026-03-09T10:51:00Z,0.08997,0.09004,0.08992,0.08999,944253,84989.66171
2026-03-09T10:52:00Z,0.08999,0.09008,0.08999,0.09001,1014753,91358.36629
2026-03-09T10:53:00Z,0.09001,0.09001,0.08988,0.08999,4374679,393462.45152
2026-03-09T10:54:00Z,0.08999,0.09011,0.08999,0.09011,1024083,92249.71295
2026-03-09T10:55:00Z,0.09011,0.09011,0.09006,0.09006,494273,44521.51495
2026-03-09T10:56:00Z,0.09006,0.09006,0.08998,0.09006,222031,19988.47539
2026-03-09T10:57:00Z,0.09006,0.09011,0.09006,0.0901,43729,3939.13501
2026-03-09T10:58:00Z,0.0901,0.09013,0.09004,0.09004,1981786,178556.12682
2026-03-09T10:59:00Z,0.09004,0.09007,0.09003,0.09006,388909,35021.67191
2026-03-09T11:00:00Z,0.09006,0.09008,0.09002,0.09007,454295,40913.84095
2026-03-09T11:01:00Z,0.09007,0.0902,0.09007,0.0902,810121,73052.40725
2026-03-09T11:02:00Z,0.0902,0.09026,0.0902,0.09025,500612,45165.05891
2026-03-09T11:03:00Z,0.09025,0.09026,0.09018,0.09019,307754,27758.80751
2026-03-09T11:04:00Z,0.09019,0.09021,0.09016,0.09019,104797,9449.89446
2026-03-09T11:05:00Z,0.09019,0.09027,0.09019,0.09022,244425,22057.59413
2026-03-09T11:06:00Z,0.09022,0.09027,0.0902,0.09025,142940,12900.86462
2026-03-09T11:07:00Z,0.09025,0.09029,0.09025,0.09027,588320,53113.14322
2026-03-09T11:08:00Z,0.09027,0.09027,0.09022,0.09023,235437,21247.75316
2026-03-09T11:09:00Z,0.09023,0.09026,0.09022,0.09023,71882,6486.77466
2026-03-09T11:10:00Z,0.09023,0.09025,0.0902,0.09022,266892,24081.85486
2026-03-09T11:11:00Z,0.09022,0.09024,0.09019,0.09022,73398,6622.72922
2026-03-09T11:12:00Z,0.09022,0.09027,0.0902,0.09024,161255,14550.88695
2026-03-09T11:13:00Z,0.09024,0.09025,0.09021,0.09023,157536,14216.14625
2026-03-09T11:14:00Z,0.09023,0.09023,0.09019,0.09019,40134,3620.01589
2026-03-09T11:15:00Z,0.09019,0.09019,0.09017,0.09017,281314,25368.90864
2026-03-09T11:16:00Z,0.09017,0.09022,0.09003,0.09007,361516,32573.28639
2026-03-09T11:17:00Z,0.09007,0.09007,0.0898,0.08982,3186470,286409.66679
2026-03-09T11:18:00Z,0.08982,0.08983,0.08969,0.08978,7909679,709810.89058
2026-03-09T11:19:00Z,0.08978,0.08984,0.08977,0.08981,476032,42746.9148
2026-03-09T11:20:00Z,0.08981,0.08986,0.08974,0.08974,3040880,273156.38654
2026-03-09T11:21:00Z,0.08974,0.08979,0.08966,0.08976,4351088,390409.97575
2026-03-09T11:22:00Z,0.08976,0.08991,0.08976,0.08985,462751,41574.52301
2026-03-09T11:23:00Z,0.08985,0.08997,0.08985,0.08994,1112167,99995.51062
2026-03-09T11:24:00Z,0.08994,0.08997,0.08994,0.08995,814549,73269.42367
2026-03-09T11:25:00Z,0.08995,0.08996,0.0899,0.08995,432915,38932.98546
2026-03-09T11:26:00Z,0.08995,0.08995,0.08987,0.08993,55010,4945.70929
2026-03-09T11:27:00Z,0.08993,0.09002,0.08993,0.08998,207274,18648.76937
2026-03-09T11:28:00Z,0.08998,0.08998,0.08989,0.08991,209696,18857.06262
2026-03-09T11:29:00Z,0.08991,0.08995,0.08991,0.08994,636622,57257.38721
2026-03-09T11:30:00Z,0.08994,0.09005,0.08994,0.09004,724876,65239.20073
2026-03-09T11:31:00Z,0.09004,0.09005,0.09003,0.09005,251705,22661.35223
2026-03-09T11:32:00Z,0.09005,0.09008,0.09003,0.09004,2232261,201003.34515
2026-03-09T11:33:00Z,0.09004,0.09007,0.09004,0.09007,61115,5503.94447
2026-03-09T11:34:00Z,0.09007,0.09027,0.09007,0.09027,884421,79706.7559
2026-03-09T11:35:00Z,0.09027,0.09042,0.09026,0.09041,1203587,108780.91968
2026-03-09T11:36:00Z,0.09041,0.09041,0.09035,0.09037,598688,54100.36053
2026-03-09T11:37:00Z,0.09037,0.09046,0.09037,0.09043,484674,43819.72773
2026-03-09T11:38:00Z,0.09043,0.09043,0.09036,0.0904,323278,29226.43015
2026-03-09T11:39:00Z,0.0904,0.09048,0.0904,0.09048,236471,21392.88127
2026-03-09T11:40:00Z,0.09048,0.09048,0.09036,0.09037,143253,12948.35793
2026-03-09T11:41:00Z,0.09037,0.09039,0.09035,0.09038,127637,11533.70494
2026-03-09T11:42:00Z,0.09038,0.09043,0.09038,0.09043,191718,17330.33842
2026-03-09T11:43:00Z,0.09043,0.09045,0.09039,0.0904,84761,7665.52043
2026-03-09T11:44:00Z,0.0904,0.09042,0.09037,0.09042,120320,10876.63713
2026-03-09T11:45:00Z,0.09042,0.09042,0.09038,0.09041,164725,14891.86402
2026-03-09T11:46:00Z,0.09041,0.09044,0.09039,0.09041,286030,25864.64966
2026-03-09T11:47:00Z,0.09041,0.09043,0.09038,0.09039,2007378,181478.75311
2026-03-09T11:48:00Z,0.09039,0.09039,0.09031,0.09031,390301,35259.5588
2026-03-09T11:49:00Z,0.09031,0.09034,0.09026,0.09029,2816787,254314.65625
2026-03-09T11:50:00Z,0.09029,0.09033,0.09027,0.09032,43102,3891.98094
2026-03-09T11:51:00Z,0.09032,0.09033,0.0903,0.09033,142780,12893.76905
2026-03-09T11:52:00Z,0.09033,0.0904,0.09033,0.0904,49331,4457.96024
2026-03-09T11:53:00Z,0.0904,0.09046,0.0904,0.0904,77434,7002.44809
2026-03-09T11:54:00Z,0.0904,0.09047,0.09037,0.09042,1409335,127451.99556
2026-03-09T11:55:00Z,0.09042,0.09045,0.0904,0.09044,583049,52713.6756
2026-03-09T11:56:00Z,0.09044,0.09046,0.09044,0.09045,130641,11817.35523
2026-03-09T11:57:00Z,0.09045,0.09045,0.09035,0.09035,1510608,136532.1745
2026-03-09T11:58:00Z,0.09035,0.09037,0.09035,0.09036,664911,60083.98903
2026-03-09T11:59:00Z,0.09036,0.09036,0.09029,0.09031,860695,77728.32249
2026-03-09T12:00:00Z,0.09031,0.0904,0.09031,0.09038,568631,51389.39706
2026-03-09T12:01:00Z,0.09038,0.0905,0.09038,0.09048,537484,48622.00813
2026-03-09T12:02:00Z,0.09048,0.09062,0.09048,0.09052,760641,68861.08544
2026-03-09T12:03:00Z,0.09052,0.09056,0.09051,0.09053,215827,19538.14947
2026-03-09T12:04:00Z,0.09053,0.09056,0.09049,0.09054,648609,58720.40856
2026-03-09T12:05:00Z,0.09054,0.09054,0.09049,0.09052,138972,12578.32416
2026-03-09T12:06:00Z,0.09052,0.09054,0.09052,0.09053,244219,22110.04521
2026-03-09T12:07:00Z,0.09053,0.09054,0.09048,0.09051,107192,9699.99382
2026-03-09T12:08:00Z,0.09051,0.09051,0.09045,0.09047,662483,59936.46536
2026-03-09T12:09:00Z,0.09047,0.09049,0.09042,0.09044,568434,51413.18979
2026-03-09T12:10:00Z,0.09044,0.09044,0.09033,0.09036,156601,14152.95112
2026-03-09T12:11:00Z,0.09036,0.09037,0.09032,0.09032,173962,15717.79825
2026-03-09T12:12:00Z,0.09032,0.09042,0.09031,0.09042,369130,33359.03846
2026-03-09T12:13:00Z,0.09042,0.09046,0.09042,0.09046,115729,10466.93147
2026-03-09T12:14:00Z,0.09046,0.09051,0.09045,0.09051,285633,25849.04421
2026-03-09T12:15:00Z,0.09051,0.09061,0.0905,0.09058,1030581,93353.32179
2026-03-09T12:16:00Z,0.09058,0.09058,0.0905,0.09055,913651,82719.32091
2026-03-09T12:17:00Z,0.09055,0.09055,0.0905,0.09053,286582,25941.51134
2026-03-09T12:18:00Z,0.09053,0.09057,0.09053,0.09056,129259,11705.60551
2026-03-09T12:19:00Z,0.09056,0.09073,0.09053,0.09071,795527,72111.93259
2026-03-09T12:20:00Z,0.09071,0.09077,0.09066,0.09075,5126773,465042.59941
2026-03-09T12:21:00Z,0.09075,0.09075,0.09066,0.09068,93372,8467.03323
2026-03-09T12:22:00Z,0.09068,0.09077,0.09068,0.09077,1205078,109328.84759
2026-03-09T12:23:00Z,0.09077,0.09079,0.09071,0.09074,275955,25047.34683
2026-03-09T12:24:00Z,0.09074,0.09074,0.0907,0.09074,54360,4931.5835
2026-03-09T12:25:00Z,0.09074,0.09076,0.09058,0.09058,1149005,104205.91698
2026-03-09T12:26:00Z,0.09058,0.09063,0.09051,0.09053,252804,22891.31491
2026-03-09T12:27:00Z,0.09053,0.09059,0.09049,0.09059,720139,65203.61615
2026-03-09T12:28:00Z,0.09059,0.09066,0.09057,0.09066,474251,42957.54864
2026-03-09T12:29:00Z,0.09066,0.09084,0.09066,0.0908,12312459,1117730.13494
2026-03-09T12:30:00Z,0.0908,0.09087,0.09074,0.09078,7765751,705261.29281
2026-03-09T12:31:00Z,0.09078,0.09078,0.09071,0.09073,712515,64658.51294
2026-03-09T12:32:00Z,0.09073,0.09075,0.09062,0.09067,612528,55539.38741
2026-03-09T12:33:00Z,0.09067,0.09068,0.09059,0.09063,1040263,94288.66739
2026-03-09T12:34:00Z,0.09063,0.09065,0.09063,0.09064,70238,6366.33081
2026-03-09T12:35:00Z,0.09064,0.0907,0.09064,0.09067,177612,16105.17762
2026-03-09T12:36:00Z,0.09067,0.0908,0.09067,0.09074,536370,48668.19099
2026-03-09T12:37:00Z,0.09074,0.09106,0.09072,0.09088,15371284,1397884.07447
2026-03-09T12:38:00Z,0.09088,0.0911,0.09088,0.09093,1434566,130572.77095
2026-03-09T12:39:00Z,0.09093,0.09105,0.09092,0.09099,1783502,162291.46696
2026-03-09T12:40:00Z,0.09099,0.09099,0.09089,0.09093,2608145,237161.1254
2026-03-09T12:41:00Z,0.09093,0.09105,0.09092,0.09105,758812,69028.42861
2026-03-09T12:42:00Z,0.09105,0.09106,0.09087,0.0909,1923583,175034.60806
2026-03-09T12:43:00Z,0.0909,0.09094,0.09083,0.09083,1026358,93308.40536
2026-03-09T12:44:00Z,0.09083,0.09087,0.09083,0.09086,621817,56492.42811
2026-03-09T12:45:00Z,0.09086,0.09091,0.09083,0.09088,1090365,99082.2311
2026-03-09T12:46:00Z,0.09088,0.0909,0.09079,0.09079,195719,17771.78289
2026-03-09T12:47:00Z,0.09079,0.09083,0.09075,0.09077,1055018,95793.02114
2026-03-09T12:48:00Z,0.09077,0.0908,0.09074,0.09074,502841,45648.60753
2026-03-09T12:49:00Z,0.09074,0.0908,0.09074,0.09077,502684,45633.53605
2026-03-09T12:50:00Z,0.09077,0.09077,0.09065,0.09072,1406810,127604.49817
2026-03-09T12:51:00Z,0.09072,0.09078,0.09067,0.09077,759479,68893.69971
2026-03-09T12:52:00Z,0.09077,0.0908,0.09072,0.09075,132538,12028.18751
2026-03-09T12:53:00Z,0.09075,0.09082,0.09074,0.09076,177901,16151.12095
2026-03-09T12:54:00Z,0.09076,0.09077,0.09062,0.0907,318790,28910.54233
2026-03-09T12:55:00Z,0.0907,0.09071,0.09067,0.0907,131709,11945.74758
2026-03-09T12:56:00Z,0.0907,0.09072,0.09068,0.09072,233521,21179.80065
2026-03-09T12:57:00Z,0.09072,0.09078,0.09072,0.09074,102626,9312.86798
2026-03-09T12:58:00Z,0.09074,0.09089,0.09074,0.09088,658585,59828.05647
2026-03-09T12:59:00Z,0.09088,0.09088,0.0908,0.09081,80247,7289.04078
2026-03-09T13:00:00Z,0.09081,0.09083,0.09078,0.0908,206405,18743.05946
2026-03-09T13:01:00Z,0.0908,0.09082,0.09075,0.09081,76171,6916.29322
2026-03-09T13:02:00Z,0.09081,0.09092,0.09081,0.09088,439231,39924.55944
2026-03-09T13:03:00Z,0.09088,0.09088,0.09077,0.09083,91666,8324.60212
2026-03-09T13:04:00Z,0.09083,0.09084,0.09081,0.09083,331375,30099.01564
2026-03-09T13:05:00Z,0.09083,0.09087,0.09083,0.09086,387233,35183.67384
2026-03-09T13:06:00Z,0.09086,0.09089,0.09086,0.09088,311825,28336.01062
2026-03-09T13:07:00Z,0.09088,0.09088,0.09076,0.09083,261965,23787.19185
2026-03-09T13:08:00Z,0.09083,0.09085,0.09083,0.09084,77396,7030.48562
2026-03-09T13:09:00Z,0.09084,0.09086,0.09083,0.09086,28795,2616.06314
2026-03-09T13:10:00Z,0.09086,0.09117,0.09086,0.09104,2832592,258017.80347
2026-03-09T13:11:00Z,0.09104,0.0914,0.09104,0.09125,14888973,1359511.09613
2026-03-09T13:12:00Z,0.09125,0.09131,0.09117,0.09125,2624425,239431.98051
2026-03-09T13:13:00Z,0.09125,0.09125,0.09109,0.0911,1493589,136155.24162
2026-03-09T13:14:00Z,0.0911,0.09119,0.09109,0.09113,1132140,103187.00139
2026-03-09T13:15:00Z,0.09113,0.09116,0.09105,0.09112,1621820,147745.14927
2026-03-09T13:16:00Z,0.09112,0.09117,0.09112,0.09113,610284,55624.55352
2026-03-09T13:17:00Z,0.09113,0.0912,0.09112,0.09117,484147,44132.44777
2026-03-09T13:18:00Z,0.09117,0.09118,0.0911,0.0911,572383,52170.46107
2026-03-09T13:19:00Z,0.0911,0.0911,0.09099,0.09106,1307623,119046.92648
2026-03-09T13:20:00Z,0.09106,0.09109,0.09099,0.09099,1094653,99669.89311
2026-03-09T13:21:00Z,0.09099,0.09103,0.09096,0.09096,548077,49876.29297
2026-03-09T13:22:00Z,0.09096,0.09098,0.09094,0.09094,559231,50868.39128
2026-03-09T13:23:00Z,0.09094,0.09102,0.09091,0.09102,763549,69450.24725
2026-03-09T13:24:00Z,0.09102,0.09104,0.09093,0.09096,1044076,94991.56155
2026-03-09T13:25:00Z,0.09096,0.09132,0.09094,0.09128,2629696,239678.05436
2026-03-09T13:26:00Z,0.09128,0.09159,0.09128,0.09155,5937370,543274.39447
2026-03-09T13:27:00Z,0.09155,0.09168,0.09137,0.09146,7329443,670720.53382
2026-03-09T13:28:00Z,0.09146,0.09156,0.0914,0.09146,1691391,154716.01825
2026-03-09T13:29:00Z,0.09146,0.09147,0.09138,0.09146,867954,79340.60971
2026-03-09T13:30:00Z,0.09146,0.09159,0.09145,0.09157,8819188,807226.40885
2026-03-09T13:31:00Z,0.09157,0.09179,0.09154,0.09156,9213482,844812.62593
2026-03-09T13:32:00Z,0.09156,0.09182,0.09156,0.09175,6425774,589374.27989
2026-03-09T13:33:00Z,0.09175,0.09183,0.0916,0.09162,4378068,401605.41604
2026-03-09T13:34:00Z,0.09162,0.09199,0.09158,0.09195,3117659,286257.28775
2026-03-09T13:35:00Z,0.09195,0.09196,0.09176,0.09182,3248710,298428.52911
2026-03-09T13:36:00Z,0.09182,0.09182,0.09151,0.09151,4023029,368565.41657
2026-03-09T13:37:00Z,0.09151,0.09165,0.0915,0.09151,4152510,380258.21646
2026-03-09T13:38:00Z,0.09151,0.09152,0.09135,0.09145,2475568,226311.30019
2026-03-09T13:39:00Z,0.09145,0.09153,0.09134,0.09135,3040525,278026.50288
2026-03-09T13:40:00Z,0.09135,0.09152,0.09135,0.0914,1353497,123824.55921
2026-03-09T13:41:00Z,0.0914,0.09148,0.0913,0.09138,1271226,116187.30169
2026-03-09T13:42:00Z,0.09138,0.09152,0.09132,0.09147,965284,88280.04764
2026-03-09T13:43:00Z,0.09147,0.09218,0.09147,0.09218,11232865,1031829.80403
2026-03-09T13:44:00Z,0.09218,0.09222,0.09204,0.09219,10700502,985921.30642
2026-03-09T13:45:00Z,0.09219,0.09226,0.09192,0.09193,12573967,1157794.17748
2026-03-09T13:46:00Z,0.09193,0.0922,0.0919,0.09214,7362029,677908.33182
2026-03-09T13:47:00Z,0.09214,0.09239,0.09214,0.09235,9787941,903182.86064
2026-03-09T13:48:00Z,0.09235,0.09242,0.0922,0.09228,8995181,830273.03541
2026-03-09T13:49:00Z,0.09228,0.09229,0.09189,0.09193,6430520,592059.08033
2026-03-09T13:50:00Z,0.09193,0.09208,0.09183,0.09184,4211954,387366.49214
2026-03-09T13:51:00Z,0.09184,0.09208,0.09179,0.09202,5223125,479964.51773
2026-03-09T13:52:00Z,0.09202,0.09212,0.09196,0.09203,4558457,419604.12645
2026-03-09T13:53:00Z,0.09203,0.09203,0.0917,0.09174,4097632,376298.26867
2026-03-09T13:54:00Z,0.09174,0.09185,0.09172,0.09177,2378714,218401.26903
2026-03-09T13:55:00Z,0.09177,0.09203,0.09172,0.09198,3048384,280017.4758
2026-03-09T13:56:00Z,0.09198,0.09202,0.09183,0.09193,2369347,217901.08614
2026-03-09T13:57:00Z,0.09193,0.09197,0.09184,0.09197,821619,75510.50915
2026-03-09T13:58:00Z,0.09197,0.09201,0.09187,0.0919,1142238,105049.43611
2026-03-09T13:59:00Z,0.0919,0.092,0.09189,0.09189,466279,42879.05095
